# t qw qx qy qz x y z vx vy vz p q r ax ay az
1.248 0.710992 -0.0212005 0.0211456 0.702562 18.4702 27.6827 13.0253 12.9003 0.975079 -0.0135261 -0.00601062 0.0198401 0.129413 -0.693082 -1.93811 -0.0285061 
1.249 0.710946 -0.0212082 0.0211519 0.702608 18.4831 27.6837 13.0253 12.9022 0.97436 -0.0135121 -0.00600711 0.0198166 0.129265 -0.69858 -1.94405 -0.0287084 
1.25 0.710901 -0.021216 0.0211582 0.702654 18.496 27.6846 13.0253 12.9041 0.973636 -0.013498 -0.00600366 0.0197931 0.129119 -0.704069 -1.94998 -0.0289105 
1.251 0.710855 -0.0212237 0.0211645 0.7027 18.5089 27.6856 13.0253 12.9061 0.972906 -0.0134838 -0.00600025 0.0197696 0.128974 -0.70955 -1.95592 -0.0291124 
1.252 0.710809 -0.0212314 0.0211708 0.702745 18.5218 27.6866 13.0253 12.908 0.972171 -0.0134695 -0.0059969 0.0197461 0.12883 -0.715023 -1.96185 -0.029314 
1.253 0.710764 -0.0212391 0.0211771 0.702791 18.5347 27.6876 13.0252 12.91 0.97143 -0.0134549 -0.0059936 0.0197225 0.128687 -0.720486 -1.96778 -0.0295154 
1.254 0.710719 -0.0212468 0.0211834 0.702836 18.5477 27.6885 13.0252 12.9119 0.970684 -0.0134403 -0.00599035 0.0196989 0.128545 -0.72594 -1.9737 -0.0297165 
1.255 0.710673 -0.0212545 0.0211896 0.702882 18.5606 27.6895 13.0252 12.9139 0.969933 -0.0134255 -0.00598715 0.0196753 0.128404 -0.731386 -1.97963 -0.0299174 
1.256 0.710628 -0.0212622 0.0211959 0.702927 18.5735 27.6905 13.0252 12.9159 0.969177 -0.0134106 -0.005984 0.0196516 0.128264 -0.736822 -1.98555 -0.030118 
1.257 0.710582 -0.0212698 0.0212021 0.702973 18.5864 27.6914 13.0252 12.9179 0.968416 -0.0133955 -0.00598091 0.0196279 0.128126 -0.742249 -1.99147 -0.0303184 
1.258 0.710537 -0.0212775 0.0212083 0.703018 18.5993 27.6924 13.0252 12.9199 0.967649 -0.0133803 -0.00597787 0.0196042 0.127988 -0.747668 -1.99739 -0.0305185 
1.259 0.710492 -0.0212851 0.0212146 0.703063 18.6122 27.6934 13.0252 12.9218 0.966877 -0.013365 -0.00597488 0.0195805 0.127852 -0.753076 -2.00331 -0.0307184 
1.26 0.710447 -0.0212928 0.0212208 0.703109 18.6252 27.6943 13.0252 12.9238 0.9661 -0.0133495 -0.00597194 0.0195568 0.127717 -0.758476 -2.00923 -0.030918 
1.261 0.710402 -0.0213004 0.021227 0.703154 18.6381 27.6953 13.0251 12.9258 0.965318 -0.0133339 -0.00596905 0.019533 0.127583 -0.763866 -2.01514 -0.0311173 
1.262 0.710356 -0.021308 0.0212332 0.703199 18.651 27.6963 13.0251 12.9279 0.96453 -0.0133181 -0.00596621 0.0195092 0.12745 -0.769247 -2.02105 -0.0313164 
1.263 0.710311 -0.0213157 0.0212393 0.703244 18.6639 27.6972 13.0251 12.9299 0.963737 -0.0133022 -0.00596343 0.0194854 0.127318 -0.774619 -2.02696 -0.0315152 
1.264 0.710266 -0.0213233 0.0212455 0.703289 18.6769 27.6982 13.0251 12.9319 0.962939 -0.0132862 -0.0059607 0.0194615 0.127187 -0.77998 -2.03287 -0.0317137 
1.265 0.710221 -0.0213309 0.0212517 0.703334 18.6898 27.6992 13.0251 12.9339 0.962136 -0.01327 -0.00595802 0.0194377 0.127057 -0.785333 -2.03878 -0.0319119 
1.266 0.710176 -0.0213385 0.0212578 0.703379 18.7027 27.7001 13.0251 12.936 0.961328 -0.0132537 -0.00595539 0.0194138 0.126929 -0.790675 -2.04468 -0.0321099 
1.267 0.710132 -0.0213461 0.021264 0.703424 18.7157 27.7011 13.0251 12.938 0.960515 -0.0132373 -0.00595281 0.0193899 0.126801 -0.796008 -2.05058 -0.0323075 
1.268 0.710087 -0.0213537 0.0212701 0.703469 18.7286 27.702 13.025 12.94 0.959696 -0.0132207 -0.00595029 0.0193659 0.126675 -0.801331 -2.05648 -0.0325049 
1.269 0.710042 -0.0213612 0.0212763 0.703514 18.7416 27.703 13.025 12.9421 0.958873 -0.013204 -0.00594781 0.0193419 0.12655 -0.806644 -2.06238 -0.032702 
1.27 0.709997 -0.0213688 0.0212824 0.703558 18.7545 27.704 13.025 12.9442 0.958044 -0.0131871 -0.00594539 0.019318 0.126426 -0.811947 -2.06828 -0.0328988 
1.271 0.709952 -0.0213764 0.0212885 0.703603 18.7674 27.7049 13.025 12.9462 0.95721 -0.0131701 -0.00594302 0.0192939 0.126303 -0.81724 -2.07417 -0.0330952 
1.272 0.709908 -0.0213839 0.0212946 0.703648 18.7804 27.7059 13.025 12.9483 0.956371 -0.0131529 -0.0059407 0.0192699 0.126181 -0.822523 -2.08007 -0.0332914 
1.273 0.709863 -0.0213914 0.0213007 0.703692 18.7933 27.7068 13.025 12.9504 0.955527 -0.0131357 -0.00593844 0.0192458 0.12606 -0.827796 -2.08596 -0.0334873 
1.274 0.709818 -0.021399 0.0213068 0.703737 18.8063 27.7078 13.025 12.9524 0.954678 -0.0131183 -0.00593622 0.0192217 0.12594 -0.833059 -2.09185 -0.0336828 
1.275 0.709774 -0.0214065 0.0213129 0.703782 18.8193 27.7087 13.025 12.9545 0.953824 -0.0131007 -0.00593406 0.0191976 0.125822 -0.838312 -2.09774 -0.0338781 
1.276 0.709729 -0.021414 0.0213189 0.703826 18.8322 27.7097 13.0249 12.9566 0.952965 -0.013083 -0.00593195 0.0191735 0.125704 -0.843554 -2.10362 -0.034073 
1.277 0.709685 -0.0214215 0.021325 0.703871 18.8452 27.7106 13.0249 12.9587 0.952101 -0.0130652 -0.00592989 0.0191493 0.125588 -0.848786 -2.1095 -0.0342676 
1.278 0.70964 -0.021429 0.021331 0.703915 18.8581 27.7116 13.0249 12.9608 0.951232 -0.0130472 -0.00592788 0.0191251 0.125473 -0.854007 -2.11539 -0.0344618 
1.279 0.709596 -0.0214365 0.0213371 0.703959 18.8711 27.7126 13.0249 12.9629 0.950358 -0.0130291 -0.00592592 0.0191009 0.125359 -0.859218 -2.12127 -0.0346558 
1.28 0.709552 -0.021444 0.0213431 0.704004 18.884 27.7135 13.0249 12.9651 0.949479 -0.0130109 -0.00592402 0.0190767 0.125246 -0.864418 -2.12714 -0.0348494 
1.281 0.709507 -0.0214515 0.0213491 0.704048 18.897 27.7144 13.0249 12.9672 0.948595 -0.0129925 -0.00592217 0.0190524 0.125134 -0.869608 -2.13302 -0.0350427 
1.282 0.709463 -0.0214589 0.0213551 0.704092 18.91 27.7154 13.0249 12.9693 0.947706 -0.012974 -0.00592037 0.0190281 0.125023 -0.874786 -2.13889 -0.0352356 
1.283 0.709419 -0.0214664 0.0213611 0.704136 18.923 27.7163 13.0248 12.9714 0.946812 -0.0129554 -0.00591862 0.0190038 0.124913 -0.879954 -2.14477 -0.0354282 
1.284 0.709375 -0.0214739 0.0213671 0.70418 18.9359 27.7173 13.0248 12.9736 0.945913 -0.0129366 -0.00591692 0.0189794 0.124805 -0.885112 -2.15064 -0.0356204 
1.285 0.70933 -0.0214813 0.0213731 0.704225 18.9489 27.7182 13.0248 12.9757 0.945009 -0.0129177 -0.00591528 0.0189551 0.124697 -0.890258 -2.1565 -0.0358123 
1.286 0.709286 -0.0214887 0.0213791 0.704269 18.9619 27.7192 13.0248 12.9779 0.9441 -0.0128986 -0.00591368 0.0189307 0.124591 -0.895393 -2.16237 -0.0360038 
1.287 0.709242 -0.0214962 0.0213851 0.704313 18.9749 27.7201 13.0248 12.98 0.943187 -0.0128794 -0.00591214 0.0189063 0.124486 -0.900517 -2.16824 -0.036195 
1.288 0.709198 -0.0215036 0.021391 0.704357 18.9878 27.7211 13.0248 12.9822 0.942268 -0.0128601 -0.00591065 0.0188818 0.124382 -0.90563 -2.1741 -0.0363858 
1.289 0.709154 -0.021511 0.021397 0.704401 19.0008 27.722 13.0248 12.9844 0.941345 -0.0128407 -0.00590921 0.0188574 0.124279 -0.910732 -2.17996 -0.0365763 
1.29 0.70911 -0.0215184 0.0214029 0.704444 19.0138 27.723 13.0248 12.9866 0.940416 -0.0128211 -0.00590783 0.0188329 0.124177 -0.915823 -2.18582 -0.0367664 
1.291 0.709066 -0.0215258 0.0214088 0.704488 19.0268 27.7239 13.0247 12.9887 0.939483 -0.0128013 -0.00590649 0.0188084 0.124076 -0.920902 -2.19167 -0.0369561 
1.292 0.709022 -0.0215332 0.0214147 0.704532 19.0398 27.7248 13.0247 12.9909 0.938545 -0.0127815 -0.00590521 0.0187838 0.123977 -0.92597 -2.19753 -0.0371454 
1.293 0.708978 -0.0215406 0.0214207 0.704576 19.0528 27.7258 13.0247 12.9931 0.937602 -0.0127615 -0.00590398 0.0187593 0.123878 -0.931026 -2.20338 -0.0373344 
1.294 0.708934 -0.0215479 0.0214266 0.70462 19.0658 27.7267 13.0247 12.9953 0.936655 -0.0127413 -0.0059028 0.0187347 0.123781 -0.936071 -2.20923 -0.037523 
1.295 0.70889 -0.0215553 0.0214324 0.704663 19.0788 27.7276 13.0247 12.9975 0.935702 -0.0127211 -0.00590167 0.0187101 0.123684 -0.941105 -2.21508 -0.0377111 
1.296 0.708846 -0.0215626 0.0214383 0.704707 19.0918 27.7286 13.0247 12.9997 0.934745 -0.0127007 -0.0059006 0.0186854 0.123589 -0.946126 -2.22093 -0.0378989 
1.297 0.708803 -0.02157 0.0214442 0.704751 19.1048 27.7295 13.0247 13.002 0.933783 -0.0126801 -0.00589957 0.0186608 0.123495 -0.951136 -2.22677 -0.0380863 
1.298 0.708759 -0.0215773 0.0214501 0.704794 19.1178 27.7304 13.0247 13.0042 0.932816 -0.0126595 -0.0058986 0.0186361 0.123402 -0.956134 -2.23262 -0.0382734 
1.299 0.708715 -0.0215847 0.0214559 0.704838 19.1308 27.7314 13.0246 13.0064 0.931844 -0.0126387 -0.00589768 0.0186114 0.12331 -0.961121 -2.23846 -0.03846 
1.3 0.708671 -0.021592 0.0214617 0.704881 19.1438 27.7323 13.0246 13.0087 0.930868 -0.0126177 -0.00589682 0.0185866 0.12322 -0.966095 -2.2443 -0.0386462 
1.301 0.708628 -0.0215993 0.0214676 0.704925 19.1568 27.7332 13.0246 13.0109 0.929887 -0.0125967 -0.005896 0.0185619 0.12313 -0.971057 -2.25013 -0.038832 
1.302 0.708584 -0.0216066 0.0214734 0.704968 19.1698 27.7342 13.0246 13.0131 0.928901 -0.0125755 -0.00589524 0.0185371 0.123041 -0.976007 -2.25597 -0.0390173 
1.303 0.708541 -0.0216139 0.0214792 0.705012 19.1828 27.7351 13.0246 13.0154 0.927911 -0.0125541 -0.00589452 0.0185123 0.122954 -0.980945 -2.2618 -0.0392023 
1.304 0.708497 -0.0216212 0.021485 0.705055 19.1958 27.736 13.0246 13.0177 0.926916 -0.0125327 -0.00589386 0.0184875 0.122868 -0.985871 -2.26764 -0.0393868 
1.305 0.708453 -0.0216285 0.0214908 0.705099 19.2089 27.7369 13.0246 13.0199 0.925916 -0.0125111 -0.00589326 0.0184626 0.122783 -0.990785 -2.27346 -0.039571 
1.306 0.70841 -0.0216357 0.0214966 0.705142 19.2219 27.7379 13.0246 13.0222 0.924912 -0.0124894 -0.0058927 0.0184377 0.122698 -0.995686 -2.27929 -0.0397547 
1.307 0.708366 -0.021643 0.0215024 0.705185 19.2349 27.7388 13.0245 13.0245 0.923903 -0.0124675 -0.00589219 0.0184128 0.122615 -1.00058 -2.28512 -0.0399379 
1.308 0.708323 -0.0216503 0.0215081 0.705229 19.2479 27.7397 13.0245 13.0268 0.922889 -0.0124455 -0.00589174 0.0183879 0.122534 -1.00545 -2.29094 -0.0401208 
1.309 0.708279 -0.0216575 0.0215139 0.705272 19.261 27.7406 13.0245 13.029 0.921871 -0.0124234 -0.00589134 0.0183629 0.122453 -1.01032 -2.29676 -0.0403032 
1.31 0.708236 -0.0216648 0.0215196 0.705315 19.274 27.7416 13.0245 13.0313 0.920848 -0.0124011 -0.00589099 0.0183379 0.122373 -1.01517 -2.30258 -0.0404851 
1.311 0.708193 -0.021672 0.0215254 0.705358 19.287 27.7425 13.0245 13.0336 0.91982 -0.0123787 -0.0058907 0.0183129 0.122295 -1.02 -2.3084 -0.0406666 
1.312 0.708149 -0.0216792 0.0215311 0.705401 19.3 27.7434 13.0245 13.036 0.918788 -0.0123562 -0.00589045 0.0182879 0.122217 -1.02483 -2.31422 -0.0408477 
1.313 0.708106 -0.0216864 0.0215368 0.705445 19.3131 27.7443 13.0245 13.0383 0.917751 -0.0123336 -0.00589026 0.0182628 0.122141 -1.02964 -2.32003 -0.0410283 
1.314 0.708063 -0.0216936 0.0215425 0.705488 19.3261 27.7452 13.0245 13.0406 0.91671 -0.0123108 -0.00589012 0.0182378 0.122066 -1.03444 -2.32584 -0.0412084 
1.315 0.708019 -0.0217008 0.0215482 0.705531 19.3392 27.7462 13.0244 13.0429 0.915664 -0.0122879 -0.00589003 0.0182126 0.121992 -1.03923 -2.33165 -0.0413881 
1.316 0.707976 -0.021708 0.0215539 0.705574 19.3522 27.7471 13.0244 13.0452 0.914614 -0.0122648 -0.00588999 0.0181875 0.121919 -1.044 -2.33746 -0.0415673 
1.317 0.707933 -0.0217152 0.0215596 0.705617 19.3653 27.748 13.0244 13.0476 0.913559 -0.0122417 -0.00589001 0.0181624 0.121847 -1.04877 -2.34327 -0.0417461 
1.318 0.707889 -0.0217224 0.0215653 0.70566 19.3783 27.7489 13.0244 13.0499 0.9125 -0.0122184 -0.00589007 0.0181372 0.121776 -1.05351 -2.34907 -0.0419243 
1.319 0.707846 -0.0217295 0.0215709 0.705703 19.3914 27.7498 13.0244 13.0523 0.911436 -0.0121949 -0.00589019 0.018112 0.121707 -1.05825 -2.35488 -0.0421021 
1.32 0.707803 -0.0217367 0.0215766 0.705746 19.4044 27.7507 13.0244 13.0546 0.910368 -0.0121714 -0.00589036 0.0180867 0.121638 -1.06297 -2.36068 -0.0422795 
1.321 0.70776 -0.0217439 0.0215822 0.705789 19.4175 27.7516 13.0244 13.057 0.909296 -0.0121477 -0.00589058 0.0180615 0.121571 -1.06768 -2.36647 -0.0424563 
1.322 0.707717 -0.021751 0.0215879 0.705831 19.4305 27.7525 13.0244 13.0593 0.908219 -0.0121239 -0.00589086 0.0180362 0.121505 -1.07237 -2.37227 -0.0426326 
1.323 0.707674 -0.0217581 0.0215935 0.705874 19.4436 27.7534 13.0243 13.0617 0.907137 -0.0120999 -0.00589119 0.0180109 0.121439 -1.07705 -2.37807 -0.0428085 
1.324 0.70763 -0.0217653 0.0215991 0.705917 19.4566 27.7544 13.0243 13.0641 0.906051 -0.0120758 -0.00589157 0.0179856 0.121375 -1.08172 -2.38386 -0.0429839 
1.325 0.707587 -0.0217724 0.0216047 0.70596 19.4697 27.7553 13.0243 13.0665 0.904961 -0.0120516 -0.005892 0.0179602 0.121312 -1.08637 -2.38965 -0.0431587 
1.326 0.707544 -0.0217795 0.0216103 0.706003 19.4828 27.7562 13.0243 13.0689 0.903866 -0.0120273 -0.00589248 0.0179349 0.121251 -1.09101 -2.39544 -0.0433331 
1.327 0.707501 -0.0217866 0.0216159 0.706045 19.4959 27.7571 13.0243 13.0713 0.902767 -0.0120028 -0.00589301 0.0179094 0.12119 -1.09564 -2.40122 -0.0435069 
1.328 0.707458 -0.0217937 0.0216214 0.706088 19.5089 27.758 13.0243 13.0737 0.901664 -0.0119783 -0.0058936 0.017884 0.12113 -1.10025 -2.40701 -0.0436803 
1.329 0.707415 -0.0218008 0.021627 0.706131 19.522 27.7589 13.0243 13.0761 0.900556 -0.0119535 -0.00589424 0.0178586 0.121072 -1.10485 -2.41279 -0.0438531 
1.33 0.707372 -0.0218078 0.0216325 0.706173 19.5351 27.7598 13.0243 13.0785 0.899444 -0.0119287 -0.00589493 0.0178331 0.121014 -1.10943 -2.41857 -0.0440254 
1.331 0.707329 -0.0218149 0.0216381 0.706216 19.5482 27.7607 13.0242 13.0809 0.898328 -0.0119037 -0.00589567 0.0178076 0.120958 -1.114 -2.42435 -0.0441972 
1.332 0.707286 -0.021822 0.0216436 0.706259 19.5612 27.7616 13.0242 13.0833 0.897208 -0.0118786 -0.00589647 0.0177821 0.120903 -1.11856 -2.43013 -0.0443685 
1.333 0.707243 -0.021829 0.0216491 0.706301 19.5743 27.7625 13.0242 13.0858 0.896083 -0.0118534 -0.00589732 0.0177565 0.120849 -1.1231 -2.4359 -0.0445392 
1.334 0.7072 -0.0218361 0.0216546 0.706344 19.5874 27.7634 13.0242 13.0882 0.894954 -0.0118281 -0.00589822 0.0177309 0.120796 -1.12763 -2.44168 -0.0447094 
1.335 0.707157 -0.0218431 0.0216601 0.706387 19.6005 27.7643 13.0242 13.0907 0.89382 -0.0118026 -0.00589917 0.0177053 0.120744 -1.13214 -2.44745 -0.0448791 
1.336 0.707115 -0.0218501 0.0216656 0.706429 19.6136 27.7651 13.0242 13.0931 0.892683 -0.011777 -0.00590017 0.0176797 0.120694 -1.13664 -2.45322 -0.0450482 
1.337 0.707072 -0.0218572 0.0216711 0.706472 19.6267 27.766 13.0242 13.0956 0.891541 -0.0117512 -0.00590123 0.0176541 0.120644 -1.14112 -2.45898 -0.0452167 
1.338 0.707029 -0.0218642 0.0216766 0.706514 19.6398 27.7669 13.0242 13.098 0.890395 -0.0117254 -0.00590234 0.0176284 0.120596 -1.14559 -2.46475 -0.0453848 
1.339 0.706986 -0.0218712 0.021682 0.706557 19.6529 27.7678 13.0242 13.1005 0.889245 -0.0116994 -0.0059035 0.0176027 0.120548 -1.15005 -2.47051 -0.0455522 
1.34 0.706943 -0.0218782 0.0216875 0.706599 19.666 27.7687 13.0241 13.103 0.888091 -0.0116733 -0.00590471 0.017577 0.120502 -1.15448 -2.47627 -0.0457191 
1.341 0.7069 -0.0218851 0.0216929 0.706642 19.6791 27.7696 13.0241 13.1054 0.886933 -0.0116471 -0.00590597 0.0175512 0.120457 -1.15891 -2.48203 -0.0458855 
1.342 0.706858 -0.0218921 0.0216984 0.706684 19.6922 27.7705 13.0241 13.1079 0.88577 -0.0116207 -0.00590729 0.0175255 0.120413 -1.16332 -2.48779 -0.0460512 
1.343 0.706815 -0.0218991 0.0217038 0.706726 19.7053 27.7714 13.0241 13.1104 0.884604 -0.0115942 -0.00590866 0.0174997 0.12037 -1.16772 -2.49355 -0.0462164 
1.344 0.706772 -0.0219061 0.0217092 0.706769 19.7184 27.7723 13.0241 13.1129 0.883433 -0.0115676 -0.00591008 0.0174738 0.120328 -1.1721 -2.4993 -0.0463811 
1.345 0.706729 -0.021913 0.0217146 0.706811 19.7315 27.7731 13.0241 13.1154 0.882258 -0.0115409 -0.00591155 0.017448 0.120287 -1.17646 -2.50505 -0.0465451 
1.346 0.706686 -0.02192 0.02172 0.706854 19.7446 27.774 13.0241 13.1179 0.881079 -0.0115141 -0.00591308 0.0174221 0.120248 -1.18081 -2.5108 -0.0467086 
1.347 0.706644 -0.0219269 0.0217254 0.706896 19.7578 27.7749 13.0241 13.1204 0.879896 -0.0114871 -0.00591466 0.0173962 0.120209 -1.18514 -2.51655 -0.0468715 
1.348 0.706601 -0.0219338 0.0217307 0.706938 19.7709 27.7758 13.0241 13.123 0.87871 -0.01146 -0.00591629 0.0173703 0.120172 -1.18946 -2.52229 -0.0470338 
1.349 0.706558 -0.0219407 0.0217361 0.706981 19.784 27.7767 13.024 13.1255 0.877519 -0.0114328 -0.00591797 0.0173444 0.120136 -1.19377 -2.52804 -0.0471955 
1.35 0.706516 -0.0219477 0.0217414 0.707023 19.7971 27.7775 13.024 13.128 0.876324 -0.0114054 -0.0059197 0.0173184 0.120101 -1.19806 -2.53378 -0.0473566 
1.351 0.706473 -0.0219546 0.0217468 0.707065 19.8103 27.7784 13.024 13.1305 0.875125 -0.011378 -0.00592149 0.0172924 0.120067 -1.20233 -2.53952 -0.0475171 
1.352 0.70643 -0.0219615 0.0217521 0.707108 19.8234 27.7793 13.024 13.1331 0.873922 -0.0113504 -0.00592333 0.0172664 0.120034 -1.20659 -2.54526 -0.047677 
1.353 0.706387 -0.0219683 0.0217574 0.70715 19.8365 27.7802 13.024 13.1356 0.872715 -0.0113227 -0.00592522 0.0172403 0.120002 -1.21083 -2.55099 -0.0478362 
1.354 0.706345 -0.0219752 0.0217627 0.707192 19.8497 27.781 13.024 13.1382 0.871505 -0.0112948 -0.00592717 0.0172143 0.119971 -1.21505 -2.55673 -0.0479949 
1.355 0.706302 -0.0219821 0.021768 0.707234 19.8628 27.7819 13.024 13.1408 0.87029 -0.0112669 -0.00592916 0.0171882 0.119942 -1.21926 -2.56246 -0.0481529 
1.356 0.706259 -0.0219889 0.0217733 0.707276 19.876 27.7828 13.024 13.1433 0.869072 -0.0112388 -0.00593121 0.017162 0.119913 -1.22346 -2.56819 -0.0483104 
1.357 0.706217 -0.0219958 0.0217786 0.707319 19.8891 27.7836 13.0239 13.1459 0.86785 -0.0112106 -0.00593331 0.0171359 0.119886 -1.22764 -2.57392 -0.0484672 
1.358 0.706174 -0.0220026 0.0217838 0.707361 19.9022 27.7845 13.0239 13.1485 0.866623 -0.0111823 -0.00593546 0.0171097 0.11986 -1.2318 -2.57964 -0.0486233 
1.359 0.706131 -0.0220095 0.0217891 0.707403 19.9154 27.7854 13.0239 13.1511 0.865393 -0.0111539 -0.00593767 0.0170835 0.119834 -1.23594 -2.58537 -0.0487788 
1.36 0.706089 -0.0220163 0.0217943 0.707445 19.9285 27.7862 13.0239 13.1536 0.86416 -0.0111253 -0.00593993 0.0170573 0.11981 -1.24007 -2.59109 -0.0489337 
1.361 0.706046 -0.0220231 0.0217996 0.707487 19.9417 27.7871 13.0239 13.1562 0.862922 -0.0110966 -0.00594224 0.0170311 0.119787 -1.24419 -2.59681 -0.049088 
1.362 0.706004 -0.0220299 0.0218048 0.70753 19.9549 27.788 13.0239 13.1588 0.86168 -0.0110678 -0.0059446 0.0170048 0.119766 -1.24828 -2.60253 -0.0492416 
1.363 0.705961 -0.0220368 0.02181 0.707572 19.968 27.7888 13.0239 13.1615 0.860435 -0.0110389 -0.00594701 0.0169785 0.119745 -1.25236 -2.60824 -0.0493945 
1.364 0.705918 -0.0220435 0.0218152 0.707614 19.9812 27.7897 13.0239 13.1641 0.859186 -0.0110099 -0.00594948 0.0169522 0.119725 -1.25643 -2.61396 -0.0495468 
1.365 0.705876 -0.0220503 0.0218204 0.707656 19.9943 27.7905 13.0239 13.1667 0.857934 -0.0109807 -0.005952 0.0169259 0.119707 -1.26048 -2.61967 -0.0496984 
1.366 0.705833 -0.0220571 0.0218256 0.707698 20.0075 27.7914 13.0238 13.1693 0.856677 -0.0109515 -0.00595457 0.0168995 0.11969 -1.26451 -2.62538 -0.0498494 
1.367 0.705791 -0.0220639 0.0218308 0.70774 20.0207 27.7923 13.0238 13.1719 0.855417 -0.0109221 -0.0059572 0.0168731 0.119673 -1.26852 -2.63109 -0.0499997 
1.368 0.705748 -0.0220707 0.0218359 0.707782 20.0339 27.7931 13.0238 13.1746 0.854154 -0.0108926 -0.00595988 0.0168467 0.119658 -1.27252 -2.6368 -0.0501493 
1.369 0.705705 -0.0220774 0.0218411 0.707824 20.047 27.794 13.0238 13.1772 0.852886 -0.010863 -0.00596261 0.0168203 0.119644 -1.2765 -2.6425 -0.0502982 
1.37 0.705663 -0.0220842 0.0218462 0.707867 20.0602 27.7948 13.0238 13.1799 0.851615 -0.0108332 -0.00596539 0.0167938 0.119631 -1.28046 -2.6482 -0.0504465 
1.371 0.70562 -0.0220909 0.0218513 0.707909 20.0734 27.7957 13.0238 13.1825 0.850341 -0.0108034 -0.00596822 0.0167673 0.11962 -1.28441 -2.6539 -0.050594 
1.372 0.705578 -0.0220976 0.0218565 0.707951 20.0866 27.7965 13.0238 13.1852 0.849062 -0.0107734 -0.00597111 0.0167408 0.119609 -1.28834 -2.6596 -0.0507409 
1.373 0.705535 -0.0221043 0.0218616 0.707993 20.0998 27.7974 13.0238 13.1879 0.84778 -0.0107433 -0.00597405 0.0167143 0.119599 -1.29225 -2.6653 -0.0508871 
1.374 0.705492 -0.0221111 0.0218667 0.708035 20.113 27.7982 13.0238 13.1905 0.846495 -0.0107131 -0.00597704 0.0166877 0.119591 -1.29614 -2.67099 -0.0510326 
1.375 0.70545 -0.0221178 0.0218718 0.708077 20.1261 27.7991 13.0238 13.1932 0.845206 -0.0106828 -0.00598009 0.0166611 0.119584 -1.30002 -2.67669 -0.0511774 
1.376 0.705407 -0.0221245 0.0218768 0.708119 20.1393 27.7999 13.0237 13.1959 0.843914 -0.0106523 -0.00598318 0.0166345 0.119578 -1.30388 -2.68238 -0.0513214 
1.377 0.705365 -0.0221311 0.0218819 0.708161 20.1525 27.8007 13.0237 13.1986 0.842618 -0.0106218 -0.00598633 0.0166079 0.119572 -1.30772 -2.68807 -0.0514648 
1.378 0.705322 -0.0221378 0.021887 0.708203 20.1657 27.8016 13.0237 13.2013 0.841318 -0.0105911 -0.00598954 0.0165812 0.119568 -1.31155 -2.69375 -0.0516074 
1.379 0.705279 -0.0221445 0.021892 0.708245 20.1789 27.8024 13.0237 13.204 0.840015 -0.0105603 -0.00599279 0.0165545 0.119566 -1.31536 -2.69944 -0.0517494 
1.38 0.705237 -0.0221512 0.021897 0.708287 20.1921 27.8033 13.0237 13.2067 0.838709 -0.0105294 -0.0059961 0.0165278 0.119564 -1.31915 -2.70512 -0.0518906 
1.381 0.705194 -0.0221578 0.0219021 0.708329 20.2054 27.8041 13.0237 13.2094 0.837399 -0.0104984 -0.00599946 0.0165011 0.119563 -1.32292 -2.7108 -0.052031 
1.382 0.705152 -0.0221645 0.0219071 0.708371 20.2186 27.8049 13.0237 13.2121 0.836086 -0.0104673 -0.00600287 0.0164743 0.119564 -1.32667 -2.71648 -0.0521708 
1.383 0.705109 -0.0221711 0.0219121 0.708413 20.2318 27.8058 13.0237 13.2149 0.834769 -0.0104361 -0.00600634 0.0164475 0.119565 -1.33041 -2.72216 -0.0523098 
1.384 0.705067 -0.0221777 0.0219171 0.708455 20.245 27.8066 13.0237 13.2176 0.833449 -0.0104047 -0.00600986 0.0164207 0.119568 -1.33413 -2.72784 -0.052448 
1.385 0.705024 -0.0221843 0.021922 0.708497 20.2582 27.8074 13.0236 13.2203 0.832126 -0.0103733 -0.00601343 0.0163939 0.119572 -1.33783 -2.73351 -0.0525856 
1.386 0.704981 -0.022191 0.021927 0.708539 20.2714 27.8083 13.0236 13.2231 0.830799 -0.0103417 -0.00601705 0.0163671 0.119577 -1.34151 -2.73918 -0.0527223 
1.387 0.704939 -0.0221976 0.021932 0.708581 20.2847 27.8091 13.0236 13.2258 0.829469 -0.01031 -0.00602073 0.0163402 0.119583 -1.34517 -2.74485 -0.0528583 
1.388 0.704896 -0.0222042 0.0219369 0.708623 20.2979 27.8099 13.0236 13.2286 0.828136 -0.0102782 -0.00602446 0.0163133 0.11959 -1.34882 -2.75052 -0.0529936 
1.389 0.704853 -0.0222107 0.0219419 0.708666 20.3111 27.8108 13.0236 13.2313 0.826799 -0.0102463 -0.00602824 0.0162863 0.119598 -1.35244 -2.75618 -0.0531281 
1.39 0.704811 -0.0222173 0.0219468 0.708708 20.3243 27.8116 13.0236 13.2341 0.825459 -0.0102143 -0.00603208 0.0162594 0.119607 -1.35605 -2.76185 -0.0532618 
1.391 0.704768 -0.0222239 0.0219517 0.70875 20.3376 27.8124 13.0236 13.2369 0.824116 -0.0101821 -0.00603596 0.0162324 0.119618 -1.35964 -2.76751 -0.0533947 
1.392 0.704726 -0.0222305 0.0219566 0.708792 20.3508 27.8132 13.0236 13.2396 0.82277 -0.0101499 -0.0060399 0.0162054 0.119629 -1.36321 -2.77317 -0.0535269 
